,likes,replies,retweets,text,timestamp,user
30,2,0,0,That #DateMyFamilyZambia promo when @TaffyBadboyt said “there is no salt in your food”pic.twitter.com/o37qKN8cZT,2018-01-30 12:30:23,small_tash
31,38,10,1,"People kwa Facebook don't seem to care about my @PRGirlMedia activities, they just want to know if me and the ""Germany guy"" are still dating.  #DateMyFamilyZambia",2018-01-30 12:29:07,MissNyambe
32,33,5,11,"This week on #DMFZambia, we meet 26 year old radio jockey Taffy Kalipinde aka @TaffyBadboyt. His ideal partner can't be a liar or someone who wears heavy make-up.
Make sure to tune in this Thursday at 20:00 CAT to follow his journey.
#ZambeziMagic
#DateMyFamilyZambia",2018-01-30 9:32:25,zambezimagictv
33,1,1,0,"I cant wait to #DateMyFamilyZambia on thursday. Like guys i just cant wait natambila sana pa twitter  
Cc: @Khayy892",2018-01-30 8:22:20,roza_peters
34,3,1,1,Lol #DateMyFamilyZambia exposed. We dont deserve nice things. https://twitter.com/mz_obika/status/958060139319300096 …,2018-01-29 19:32:45,mz_obika
35,4,0,0,"When you go the date on #datemyfamilyzambia and a lady is wearing this T-shirt.... 
 Open check... pic.twitter.com/N1WPvSsH4h",2018-01-29 17:44:23,zed_blower
36,0,0,1,"#DateMyFamilyZambia comes with so much drama, now this  pic.twitter.com/2QK5Vxkh50",2018-01-29 11:12:44,XileKaty
37,0,0,1,Are women pressured to wear makeup  #ZedTwitter #DateMyFamilyZambia,2018-01-29 3:41:18,Edgarcross1
38,0,0,0,That didn’t feel like 90 seconds. Oh well. Corbin in. #DateMyFamilyZambia,2018-01-29 1:04:52,KendrixTweets
39,4,0,0,"Once they start putting each other as DPs/ Pro pics... Trust me, they ain't using condoms no more!

#OPW #opwmzansi
#DateMyFamily #DateMyFamilyZambia #Asidlalipic.twitter.com/0g0S0Y6OO3",2018-01-28 19:05:00,NIFTY_SA
40,1,0,0,Lol moghel  #DateMyFamilyZambia,2018-01-28 16:46:53,Neoza_Nel
41,3,1,0,"That second family date was weird.
#DateMyFamilyZambia",2018-01-28 16:35:07,DJMOABZIN_EB
42,1,0,0,O apere di "o tla gola ka tsona ngwana ka" #DateMyFamilyZambia,2018-01-28 16:17:57,Marlaybow
43,1,0,0,Is it compulsory to drink the wine or champagne on #datemyfamilyzambia?if I was on I would definitely ask the waiter to give me beer !!! Damn I lorve Castle lager!!!,2018-01-28 16:01:06,MariaNyemba
44,1,0,1,"Believe it or not.. this dude has a girlfriend out there, maybe cheats on her.. he gets laid too... and I'm single.. okay it's time I went to #DateMyFamilyZambia #f2f #rtpic.twitter.com/I79qgwTo0l",2018-01-28 14:20:30,XangaMataka
45,0,0,0,"Date my family is full of pretence and bullshit. 

#DateMyFamilyZambia",2018-01-28 9:33:26,lordChonza
46,4,1,1,"This issue awe mwe nalema nayo. 
Sex doll is now taking over the job from ladies ... 
They can talk
Remove your stress 
Can satisfy you 
Look at this 
Watch video sex doll talk

#LetsTalkZed #DateMyFamilyZambia
#DateMyFamily #AskAMan #Dollpic.twitter.com/Mpl2PXv2SM",2018-01-15 16:37:37,zed_blower
47,6,0,0,Shout out to @motochisha for coming through to #LiveOnDrive to talk about the #DateMyFamilyZambia scandal pic.twitter.com/BYKT9yHaJr,2018-01-15 14:57:28,TheeChromez
48,0,0,0,Ati  moto chisha blames us for taking it pesonal cause thats he's girl not us #DateMyFamilyZambia now on @965RockFM,2018-01-15 13:56:48,JAECLEFAR
49,0,1,0,One of the "Boyfriends" on last weeks #DateMyFamilyZambia thing is on radio Phoenix ,2018-01-15 10:51:21,shuxieb
50,2,1,0,"That's all for now.... 
Nakamba maningi navela like am falling in love 
Again..... 
#letstalkzed #DateMyFamily
#Datemyfamilyzambia https://twitter.com/Im_Nidah/status/952845051725565953 …",2018-01-15 10:21:55,zed_blower
51,0,0,0,"#DateMyFamilyZambia 
Killing my boredom",2018-01-15 10:21:35,Jobchilu
52,2,0,1,"Coming to question 
Kikkk every creature is taken by sweets words even when you show a meat to the most dangerous dog It will cool and follow

Even now if I insult u,u will either unfollow or block
If I say sweet thing u will be wow Issh thanks 
#letstalkzed #DateMyFamilyZambia https://twitter.com/Im_Nidah/status/952837627484557312 …",2018-01-15 10:14:38,zed_blower
53,3,1,2,"Through those you be able to tell 
His real intentions 
Just playing or he has plans for marriage or future 
But the only thing you can blame some 
Real man is most of them don't know how to propose.. 
And women fail to help them... 
#letstalkzed #DateMyFamily #DateMyFamilyZambia pic.twitter.com/GweuuCYuVU",2018-01-15 10:07:58,zed_blower
54,0,0,0,"I don't have money or a car, Wait that's actually a big one #DateMyFamilyZambia https://twitter.com/WORLDSTAR/status/952594358783627266 …",2018-01-15 2:51:08,jaymaxgie
55,0,0,0,#DateMyFamilyZambia Corruption Kudala. Zoona eyy,2018-01-14 17:40:55,link4lsk
56,7,3,0,How much is the pay for being on #DateMyFamilyZambia? Asking for friends it's Jan worry.,2018-01-14 12:29:03,emutoya
57,0,1,0,I think i better get with the program #Datemyfamilyzambia .You can get the shock of your life bae is asking Moto when are you marrying me,2018-01-14 10:28:04,Edwardsiame47
58,0,0,0,"""all girls are light now, and if their not , they will be in the next few years"" lol #DateMyFamilyZambia",2018-01-14 8:36:41,mr_siame
59,0,0,0,"You regularly go out with a certain member of the opposite sex. Are you dating? 

#letstalkzed #dateoneside #DateMyFamilyZambia",2018-01-14 8:14:00,zed_blower
60,5,0,3,"When you call a woman to your place she will say I don't have transport..... 
But when a friend tells her have seen a lady at your boo house she shows up and wonder were she got transport.... 
#letstalkzed #datemyfamilyzambia",2018-01-14 7:43:17,zed_blower
61,4,0,2,"It just Surprises me when someone comes with an advice lady... 
Forget that man don't chase him u are a catch.. 
Do u really know what she is going through how much effort she has put in that love... Issh.. 
#letstalkzed #dateoneside #DateMyFamilyZambia",2018-01-14 6:58:50,zed_blower
62,0,1,1,I'm taking you on #DateMyFamilyZambia https://twitter.com/mz_obika/status/952228754440572928 …,2018-01-13 17:33:01,YoliSpice
63,5,2,1,#DateMyFamilyZambia needs to come to the Copperbelt. Clearly everybody in Lusaka is already in a relationship ,2018-01-13 15:07:26,its_Chiii_
64,1,0,0,"Ladies  concentrate on building a man.,  this gold digging va chilamo .  muti faka mu-pressure #DateMyFamilyZambia",2018-01-13 13:45:21,nkadaani
65,0,0,0,"@motochisha is G. A capital one not even lowercase stuff! 
#DateMyFamilyZambia",2018-01-13 11:37:07,djloso21
66,0,0,0,You called a Fwar #DateMyFamilyZambia,2018-01-13 8:34:15,djloso21
67,1,0,0,@DStvZambia lets not waste each others time.... i know u will ignore but leta hope u prove me wrong. Is #DateMyFamilyZambia a reality show or scripted??? Hope tuleumfwana,2018-01-13 8:28:56,LawThaSpyx
68,50,3,11,"On #DateMyFamilyZambia
 pic.twitter.com/RHcoF4YoKq",2018-01-13 8:20:59,missbwalya
69,8,1,5,Way to sort out Zambian social climbers #DateMyFamilyZambia pic.twitter.com/iowJt69fep,2018-01-13 7:28:46,XangaMataka
70,0,0,0,They are students so they are still learning. They will get there give them time #DateMyFamilyZambia,2018-01-13 7:19:24,djloso21
71,1,0,0,Plus points.. Own a Car and have money #DateMyFamilyZambia,2018-01-13 7:17:03,vwalamuwowo
72,3,0,0,#DateMyFamilyZambia is proof why most marriages in Zed are a joke. Women so fixated on marriage all a guy gotta do is tell them what they wanna hear,2018-01-13 4:33:10,ForeverDSj
73,0,0,0,"It's only in Zambia were
ladies fail to come out and
say what they have been
through, abused, insulted,
looked down, dumped or
suffering, etc.. fearing people will mock and laugh
at them... It's hard to be a
lady. But it's wonderful to
exist #datemyfamilyzambia",2018-01-09 13:48:59,Kopala_Gee
74,1,2,0,@Kazama101 's first time on #DateMyFamilyZambia #ThisFinnaBeABreeze ,2018-01-09 13:18:45,Gammariel_
75,5,5,4,This Thursday on #DateMyFamilyZambia it's @Kazama101 episode  yaaaaaaaaaa there's no way I'm missing this,2018-01-09 13:09:48,DarealysTawanda
76,5,1,0,#DateMyFamilyZambia Has brought more harm than good.. After this cholera outbreak ends I'm next in line ,2018-01-09 13:07:32,kaywena
77,7,3,4,"@chucky_beau
This idiot and I started to tweet alot when I found out he lives near by.. We started hanging out alot and quickly became close. Lol the way we hyped up his episode of #DateMyFamilyZambia though lol

#FriendAppreciation",2018-01-09 12:26:22,DarealysTawanda
78,6,0,1,"It's only in Zambia were ladies fail to come out and say what they have been through, abused, insulted, looked down, dumped or suffering, etc.. fearing people will mock and laugh at them... 
It's hard to be a lady.
But it's wonderful to exist

#datemyfamilyzambia #dateoneside #pr",2018-01-09 10:15:49,zed_blower
79,0,0,0,"The reason why most Zambians are lady and dirty.... 
Only sata thought of working for his mother land the rest only God knows including the tweelebs on twitter and fans.... 

Or please #DateMyFamilyZambia or #dateoneside #Zambiapic.twitter.com/1hVnOo0O90",2018-01-09 9:57:20,zed_blower
80,2,0,0,"People think learning is just going to school and college... 
You wrong social media has now become school.... 
Thats why people are twaring with new.... Grammar that suck... 

Oh please #DateMyFamilyZambia or #dateoneside 
Maybe #StrongerThanYourEnemies",2018-01-09 9:52:26,zed_blower
81,3,1,0,"Only in Zambia were topics like love, sex, abortion, relationship, politics and #cholera are followed... 
When we talk education, poverty, motivation etc...... 
No one give a Dum.... 

Oh please #DateMyFamilyZambia
#dateoneside 
Maybe #DanielDrive 
Or #PRafrica",2018-01-09 9:46:53,zed_blower
82,4,1,1,"It's only in Zambia where you call YOUR FRIEND a SINNER as if you perfect dude.... 
I thought only JESUS has the POWER to CALL us SINNERS no one else 
Not even a DEVIL himself 

Oh please #DanielDrive 
Maybe #DateMyFamilyZambia 
Or #dateoneside",2018-01-09 9:42:02,zed_blower
83,1,0,0,"Just getting watch #DateMyFamilyZambia

Amon ma man.. pic.twitter.com/5nwUO5hxtB",2018-01-09 9:40:24,CS_Mwetu
84,0,1,1,"Dude I don't just live.... 
I exist.... 
The question still hammers my brain is 
Did Osama Bin Laden really  exist.... 
The all world only saw him on TV and pics even after his death.... 
Oh please #datemyfamilyzambia 
Or danieldrive 
Maybe #dateoneside #zedtwitter",2018-01-09 9:35:54,zed_blower
85,1,0,1,Africans never seize to amaze me. @DarealysTawanda @ZedTweeps #ZedTwitter #DateMyFamilyZambia pic.twitter.com/ypYB4bBWuE,2018-01-09 6:46:50,DoxWeed
86,4,0,0,"Only a fool and stupid character... 
Will wake up and say
Men are trash
Men are stupid 
Please were did you take your mind 

Oh #DateMyFamilyZambia
#dateoneside #zedtwitter 
We vibe #danieldrive",2018-01-08 19:20:00,zed_blower
87,5,0,0,"It's only in Zambia were a FOOL will LOOK at you and CALL you you a FOOL... 

 oh please #dateoneside #zedtwitter
#DateMyFamilyZambia 
We vibe #danieldrive",2018-01-08 19:13:52,zed_blower
88,4,0,0,"You have been a negative person with negative comments then u come at twitter to tell us I need to surround myself with positive vibe 

Ah please #dateoneside
#datemyfamilyzambia #zedtwitter
#danieldrive",2018-01-08 19:10:07,zed_blower
89,0,0,0,"https://www.youtube.com/watch?v=lzdtahd5riM …
#SAvIND
#SAvsInd
#MatricResults2017
#sacp
#DateMyFamilyZambia
#MODC
#Test
#kumar
#western
#CuriousCat
#Bumrah",2018-01-08 15:47:11,Cinema_Cafe2018
90,0,0,0,"https://www.youtube.com/watch?v=d60mCj2ahd8 …
#SAvIND
#SAvsInd
#MatricResults2017
#sacp
#DateMyFamilyZambia
#MODC
#Test
#kumar
#western
#CuriousCat
#Bumrah",2018-01-08 13:52:36,Cinema_Cafe2018
91,5,0,1,"No hard feelings 
You single! What exactly is your problem? 

#unfollowAllCelebritieswhoDontFollowBack  
Please #dateoneside #zedtwitter
#DateMyFamilyZambia",2018-01-08 11:05:41,zed_blower
92,0,0,0,"https://www.youtube.com/watch?v=pii9tEcUU28 …
#SAvIND
#SAvsInd
#MatricResults2017
#sacp
#DateMyFamilyZambia
#MODC
#Test
#kumar
#western
#CuriousCat
#Bumrah",2018-01-08 9:04:06,Cinema_Cafe2018
93,3,0,0,"It's only in Zambia were when you eat fast and they tell you ""he has stayed 4 days without eating."". 
What a life 
Please #letstalkzed #dateoneside
#DateMyFamilyZambia",2018-01-08 6:38:36,zed_blower
94,2,0,0,"It's only in Zambia were parents have failed to control children on social media... 
But same children try to lectures and teachers of good morals on social media 
What a life please 
#letstalkzed #dateoneside
#DateMyFamilyZambia",2018-01-08 6:31:11,zed_blower
95,0,0,0,"It's only in Zambia were a lady tells a man ""I love you I just want you to know "" they tell her she a whore not marriage material.. 
What's a life... 
Please #letstalkzed #DateMyFamilyZambia
#dateoneside",2018-01-08 6:27:37,zed_blower
96,3,1,0,"It's only in Zambia where a prophet will preach that this #cholera is spiritual attack.. Let's fast for 1 week 
Please #letstalkzed #dateoneside
#DateMyFamilyZambia",2018-01-08 6:20:19,zed_blower
97,3,0,1,"It's only in Zambia when you tell someone who had sex before marriage that... God loves you repent they tell you... ""You being mean""
What's a life 
Please #letstalkzed #datemyfamilyzambia
#dateoneside",2018-01-08 6:15:45,zed_blower
98,1,0,0,"Kiss slowly 
Love truly 
Forgive quickly 
Keep real
Please #datemyfamilyzambia #zedtwitter
#dateoneside",2018-01-07 20:58:01,luzzyhappines
99,1,0,0,"Phone is fun
You have a Bible app in the phone 
And also nude videos in the same phone
What a life.... 
#DateMyFamilyZambia #zedtwitter
#dateoneside",2018-01-07 20:57:21,luzzyhappines
100,0,0,0,"In every lady who is in a relationship.. There is that best friend who wants to have sex with your man.... Please #datemyfamilyzambia #zedtwitter
#dateonesidepic.twitter.com/LlJ2OZUkTp",2018-01-07 20:54:48,luzzyhappines
101,1,0,0,"It's only in Zambia where when you visit people think its poverty that took you there.. Not value of friendship... What a life
#datemyfamilyzambia #zedtwitter
#dateoneside",2018-01-07 20:53:21,luzzyhappines
102,8,0,4,"When a lady has been single for five years... 
Boma ayanganepo.... 
Please #datemyfamilyzambia #zedtwitter 
Gain #DanielDrivepic.twitter.com/ayhXtasJbd",2018-01-07 20:50:55,zed_blower
103,15,1,4,"This how it feels to 
Do a follow for follow 
Let's do 
#DanielDrive 
Please #DateMyFamilyZambia
#dateoneside #zedtwitterpic.twitter.com/Mjq2zz4cU2",2018-01-07 20:39:49,zed_blower
104,0,0,0,Geeez all these awkward questions #DateMyFamilyZambia,2018-01-07 20:02:53,Am_TaBriiz
105,2,0,0,"@MissNyambe you are drop dead gorgeous! 
#DateMyFamilyZambia",2018-01-07 19:18:03,HopeChilinda
106,10,0,8,"Kindly RETWEET and like 
Ok copy and paste.... 
#chorela is spreading fast in Zambia .. 
Especially kanyama and matero..... 
It's time to woke together 
#Zambia #followtrain #RETWEET #DateMyFamilyZambia
#GainWithXtianDela #dateonesidepic.twitter.com/dH8qCUSqlr",2018-01-07 17:15:12,zed_blower
107,0,0,0,Poemist  just learnt a new word #DateMyFamilyZambia,2018-01-07 16:58:47,MartReeds
108,0,0,0,Hooo this Peder guy and the twang and Ashanti Gold and flat sharing situation and weekend bookings must just stay put #DateMyFamilyZambia,2018-01-07 16:52:58,mach1nee4you
109,0,0,0,Kodwa nkosyam where did they find these guys #DateMyFamilyZambia,2018-01-07 16:41:10,sbucyZulu
110,0,0,0,"Re shapa di phinya kaofela

#DateMyFamilyZambia pic.twitter.com/uoksyHyIiS",2018-01-07 16:33:45,MissGabsy
111,0,0,0,"""Seafood Gwinya""
#DateMyFamilyZambia",2018-01-07 16:33:27,Nandi_Thickles
112,0,0,0,#DateMyFamily Don't worry Guys The other is roaming around Zambia for the #DateMyFamilyZambia,2018-01-07 16:18:34,Kutlwano_IV
113,0,0,0,Did she just say ‘Only 3 daughters’? #DateMyFamilyZambia,2018-01-07 16:12:11,siya_mara
114,0,0,0,Why did they all say No bodybuilder?? LOL #DateMyFamilyZambia,2018-01-07 15:46:20,kapa187
115,2,0,0,Looks like being God fearing is quite popular. What does that even mean really? #DateMyFamilyZambia,2018-01-07 15:43:56,kambole101
116,0,0,0,I hope this week's episode of #DateMyFamilyZambia will be as interesting as last week's.,2018-01-07 15:33:23,joyfullyfrances
117,0,0,0,Just catching up on #DateMyFamilyZambia. I love Kstar @MwanaMayardi's commentary. Family 1 though ,2018-01-07 15:24:32,kambole101
118,3,0,1,"No one knows why we all 
here twaring but others 
Want to behave as they 
are in church or home 
at twitter with attitude
 and behaviors 
What a life...... 
Oh please #datemyfamilyzambia #zedtwitter
#dateoneside",2018-01-07 14:33:34,zed_blower
119,7,0,2,"People become popular in many ways others as
Footballers 
Pornstars 
Artist 
Dancers 
Politicians 
Me, I will popular as a NARATOR 
AMBASSADOR for BROKE PEOPLE 
And COMEDIAN and secret INVESTAGATOR.. 
What about you... 
#datemyfamilyzambia #zedtwitter
#dateoneside #chorela",2018-01-07 13:52:33,zed_blower
120,8,1,4,"When you greet someone without washing your hands after coming out of the toilet..... Ohplease
#CholeraWatch #chorela
#datemyfamilyzambia #zedtwitter
#dateonesidepic.twitter.com/sgrOpFvmND",2018-01-07 13:41:36,zed_blower
121,0,0,0,"Did you know 
75% ladies at some imagined a banana and sausage as a dick..... Some used it others only God knows... Oh please 
#datemyfamilyzambia #zedtwitter
#dateonesidepic.twitter.com/NUoGstzpSv",2018-01-07 13:16:13,zed_blower
122,3,0,1,"On twitter every guy will use words like 
-cute
Sex
Beautiful 
Gorgeous 
When they see a half naked pic of the lady.... 
Corrupt mind. ..please.. #datemyfamilyzambia
#zedtwitter #dateoneside",2018-01-07 13:06:57,zed_blower
123,2,0,0,"When you told don't visit Lusaka...  There is #cholera and all celebrities are indoors watching this tweep.... 
Please #DateMyFamilyZambia #zedtwitter
#dateonesidepic.twitter.com/0NY8v9x6Qr",2018-01-07 12:54:31,zed_blower
124,0,0,0,#DateOneSide #DateMyFamilyZambia  pic.twitter.com/mfpgxLyyfh,2018-01-07 12:48:21,XangaMataka
125,8,0,3,"In every lady who is in a relationship.. There is that best friend who wants to have sex with your man.... Please #datemyfamilyzambia #zedtwitter
#dateonesidepic.twitter.com/DbHfMvQFpV",2018-01-07 12:46:11,zed_blower
126,2,0,0,"Men who are jobless f**k like it's their last day on earth that's why women fail to leave them compared to those who work. 
#datemyfamilyzambia #zedtwitter
#dateoneside",2018-01-07 12:38:09,zed_blower
127,0,0,0,How is it still trending though?  #datemyfamilyzambia,2018-01-07 10:48:27,KaosTheLyricist
128,0,0,0,"https://www.youtube.com/watch?v=0oAJyvt8BOE …
#SAvIND
#SAvsInd
#MatricResults2017
#sacp
#DateMyFamilyZambia
#MODC
#Test
#kumar
#western
#CuriousCat
#Bumrah",2018-01-07 10:35:58,Cinema_Cafe2018
129,8,1,3,"It's only in Zambia where when you visit people think its poverty that took you there.. Not value of friendship... What a life
#datemyfamilyzambia #zedtwitter
#dateoneside",2018-01-07 9:56:17,zed_blower
130,4,0,1,"Phone is fun
You have a Bible app in the phone 
And also nude videos in the same phone
What a life.... 
#DateMyFamilyZambia #zedtwitter
#dateoneside",2018-01-07 9:43:50,zed_blower
131,7,0,5,"It's only in Zambia where you tell workers this meat is not good for eating and and throw away... 
Then they go and share and sell some in soweto 
What a life..... 
#datemyfamilyzambia #zedtwitter
#dateoneside",2018-01-07 9:36:27,zed_blower
132,2,0,2,"What make guys feel special has a king 
#DateMyFamilyZambia #zedtwitter
#dateonesidepic.twitter.com/DEZsLHShNE",2018-01-07 9:34:36,zed_blower
133,1,1,0,Saw the SA version and this girl wants a God fearing man. I wondered if the producers knew that was a Zambian girl.#DateMyFamilyZambia,2018-01-21 18:20:28,ForeverDSj
134,2,0,0,@Media365Zambia @zambezimagictv and Cathrine Phiri please heavily give some consideration to this candidate. He'll make for excellent TV and ratings #DateMyFamilyZambia https://twitter.com/officialcratic/status/955124662404616192 …,2018-01-21 18:02:36,bnm820
135,1,0,0,Yooo I’m the perfect candidate. I’m handsome charming funny and cocky (not arrogant) I need to be on every episode #DateMyFamilyZambia https://twitter.com/bnm820/status/955123970432487426 …,2018-01-21 17:07:19,OfficialCratic
136,1,2,1,We'll put a nigga on #DateMyFamilyZambia ,2018-01-21 17:04:34,bnm820
137,0,0,0,"Obakeng should choose Jodie
#DateMyFamilyZambia",2018-01-21 16:48:55,O8January
138,0,0,0,This is the guy Tshiamo wants #DateMyFamilyZambia  pic.twitter.com/AOnQeAhnt5,2018-01-21 16:21:19,MissHerbacks
139,4,1,0,Anyone who wants to go on season 2 of #DateMyFamilyZambia with me (if there will be 1)please go to channel 161 &  get tips on #DateMyFamily,2018-01-21 16:20:12,MissRoxyBoyd
140,0,0,0,Doing a recap on #DateMyFamilyZambia and Ayo shumba said she was single for a few days. Like really ,2018-01-21 13:02:32,MrYusufWoods
141,0,0,0,I just realized @Trade_Kings was doing an advert on #DateMyFamilyZambia. Very clever,2018-01-21 12:56:27,MrYusufWoods
142,1,1,0,My guy!!!!!  #DateMyFamilyZambia https://twitter.com/TweetsByTef/status/954285958370938880 …,2018-01-21 10:54:41,missmweshi
143,2,1,0,"#zambians can you hear this a mistake of one person this lady has called us this...  This social media is making some people cross their line
#zedtwitter #datemyfamilyzambia #Zambiahttps://twitter.com/kasulivi/status/955016127071088640 …",2018-01-21 10:24:21,zed_blower
144,1,0,0,"In zed another issue is boiling between 
@Kaykambwili1 and @MpakaDerrick ......
I love my country and zambia but why hate between us... 
#zedtwitter #datemyfamilyzambia #zambiapic.twitter.com/iYsdiUt7FQ",2018-01-21 9:48:03,zed_blower
145,0,0,0,"#DateMyFamilyZambia @zambezimagictv you lost meaning as you failed to deliver a francaise show from @Mzansimagic, actually @Mzansimagic should revoke its  rights.https://twitter.com/abbyTeyTey/status/954072239921680385 …",2018-01-21 7:26:34,RealAlchi
146,0,0,0,Dear Shumba that was childish Af#DateMyFamilyZambia,2018-01-20 22:47:45,KatapaJoseph
147,2,0,1,What religion is Bunduist ? #DateMyFamilyZambia,2018-01-20 21:59:21,BMsidi
148,2,1,3,"We can't out ne as the cover because will be scared to read it
We can't put @Zambianated_OmA because people will think it's a short story
We can't put @chucky_beau because Zambians at the moment don't like #DateMyFamilyZambia
We can't put @Grace65238871 she's new",2018-01-20 21:53:44,DarealysTawanda
149,0,0,0,"Hand holding on the first date, interesting  #DateMyFamilyZambia",2018-01-20 9:56:35,kambole101
150,0,0,0,Woooo wait. If she's been single for a few days. It means she auditioned for the show whilst she was dating teh?  #DateMyFamilyZambia,2018-01-20 9:51:12,kambole101
151,0,0,0,Wow. So driving is important if you're gonna date someone in Zambia ayi? #DateMyFamilyZambia,2018-01-20 9:47:30,kambole101
152,1,0,0,Ati "Honourable Congole show yourself". Kstar is mad  #DateMyFamilyZambia,2018-01-20 9:31:57,kambole101
153,0,0,0,So far. Stay tuned #DateMyFamilyZambia,2018-01-20 8:42:10,TheOth3rGuy
154,0,0,0,What do you do for fun?! I drive #DateMyFamilyZambia,2018-01-20 7:46:27,Nthando87
155,3,0,2,#ZAedu #zae #UpTheBucs #UpTheAnte #DayZero #DateMyFamilyZambia #DateMyFamily #MatchGame #MATCHUPhttps://open.spotify.com/track/2AYTGaclgKXACh13nJRVcV?si=UcSBgBmfQvy5B3semkzg_w …,2018-01-20 4:42:10,KidnapDaKingpin
156,1,1,0,Iyeee these sad #DateMyFamilyZambia  reviews  ..,2018-01-19 21:43:15,Miss_Mwaape
